年月,信用卡產業別,信用卡詐欺型態,詐欺筆數,詐欺金額[新臺幣]
201502,其他,多刷帳單之詐欺,0,0
201502,其他,其他,22,671636
201503,食,遺失卡,89,224396
201503,食,被竊卡,42,117233
201503,食,未達卡,0,0
201503,食,冒用申請卡,9,7557
201503,食,偽卡,122,1170102
201503,食,MOTO / EC,256,1311439
201503,食,多刷帳單之詐欺,7,37024
201503,食,其他,21,39700
201503,衣,遺失卡,18,341506
201503,衣,被竊卡,8,90021
201503,衣,未達卡,0,0
201503,衣,冒用申請卡,4,46577
201503,衣,偽卡,26,416134
201503,衣,MOTO / EC,266,2799355
201503,衣,多刷帳單之詐欺,1,4638
201503,衣,其他,19,111054
201503,住,遺失卡,46,427618
201503,住,被竊卡,7,127855
201503,住,未達卡,0,0
201503,住,冒用申請卡,3,19706
201503,住,偽卡,18,296985
201503,住,MOTO / EC,244,3113886
201503,住,多刷帳單之詐欺,0,0
201503,住,其他,3,33999
201503,行,遺失卡,40,48919
201503,行,被竊卡,15,27883
201503,行,未達卡,0,0
201503,行,冒用申請卡,3,1560
201503,行,偽卡,25,57398
201503,行,MOTO / EC,300,2894960
201503,行,多刷帳單之詐欺,1,849
201503,行,其他,7,14411
201503,文教康樂,遺失卡,41,146052
201503,文教康樂,被竊卡,9,98148
201503,文教康樂,未達卡,0,0
201503,文教康樂,冒用申請卡,10,6130
201503,文教康樂,偽卡,25,833113
201503,文教康樂,MOTO / EC,6582,18932856
201503,文教康樂,多刷帳單之詐欺,0,0
201503,文教康樂,其他,15,59175
201503,百貨,遺失卡,9,679851
201503,百貨,被竊卡,13,158436
201503,百貨,未達卡,1,8250
201503,百貨,冒用申請卡,11,13206
201503,百貨,偽卡,43,1078543
201503,百貨,MOTO / EC,169,1914461
201503,百貨,多刷帳單之詐欺,0,0
201503,百貨,其他,6,59517
201503,其他,遺失卡,74,416547
201503,其他,被竊卡,26,310136
201503,其他,未達卡,1,5800
201503,其他,冒用申請卡,4,56791
201503,其他,偽卡,83,1412620
201503,其他,MOTO / EC,17364,27626031
201503,其他,多刷帳單之詐欺,2,58500
201503,其他,其他,51,164354
201504,食,遺失卡,68,766289
201504,食,被竊卡,26,133398
201504,食,未達卡,0,0
201504,食,冒用申請卡,0,0
201504,食,偽卡,177,2267027
201504,食,MOTO / EC,166,1136245
201504,食,多刷帳單之詐欺,2,31248
201504,食,其他,3,10682
201504,衣,遺失卡,24,360775
201504,衣,被竊卡,5,99202
201504,衣,未達卡,0,0
201504,衣,冒用申請卡,0,0
201504,衣,偽卡,26,697136
201504,衣,MOTO / EC,334,4748021
201504,衣,多刷帳單之詐欺,0,0
201504,衣,其他,1,2298
201504,住,遺失卡,32,283313
201504,住,被竊卡,7,162618
201504,住,未達卡,0,0
201504,住,冒用申請卡,0,0
201504,住,偽卡,36,1041745
201504,住,MOTO / EC,136,2811161
201504,住,多刷帳單之詐欺,0,0
201504,住,其他,5,155477
201504,行,遺失卡,39,132150
201504,行,被竊卡,20,55491
201504,行,未達卡,0,0
201504,行,冒用申請卡,0,0
201504,行,偽卡,28,57568
201504,行,MOTO / EC,543,2100500
201504,行,多刷帳單之詐欺,1,65
201504,行,其他,0,0
201504,文教康樂,遺失卡,18,158100
201504,文教康樂,被竊卡,12,170214
201504,文教康樂,未達卡,0,0
201504,文教康樂,冒用申請卡,0,0
201504,文教康樂,偽卡,24,360144
201504,文教康樂,MOTO / EC,5659,19732514
201504,文教康樂,多刷帳單之詐欺,2,1247
201504,文教康樂,其他,8,23519
201504,百貨,遺失卡,19,467616
201504,百貨,被竊卡,11,171331
201504,百貨,未達卡,0,0
201504,百貨,冒用申請卡,0,0
201504,百貨,偽卡,32,783055
201504,百貨,MOTO / EC,193,1404957
201504,百貨,多刷帳單之詐欺,0,0
201504,百貨,其他,2,46537
201504,其他,遺失卡,59,634223
201504,其他,被竊卡,35,295570
201504,其他,未達卡,0,0
201504,其他,冒用申請卡,0,0
201504,其他,偽卡,86,1211928
201504,其他,MOTO / EC,17369,26449904
201504,其他,多刷帳單之詐欺,1,316
201504,其他,其他,22,408636
201505,食,遺失卡,48,376492
201505,食,被竊卡,30,291717
201505,食,未達卡,0,0
201505,食,冒用申請卡,7,22565
201505,食,偽卡,82,1002090
201505,食,MOTO / EC,222,1593773
201505,食,多刷帳單之詐欺,0,0
201505,食,其他,4,64246
201505,衣,遺失卡,7,50002
201505,衣,被竊卡,5,97322
201505,衣,未達卡,0,0
201505,衣,冒用申請卡,2,2873
201505,衣,偽卡,13,447728
201505,衣,MOTO / EC,306,2895903
201505,衣,多刷帳單之詐欺,0,0
201505,衣,其他,2,99823
201505,住,遺失卡,19,140675
201505,住,被竊卡,8,182361
201505,住,未達卡,0,0
201505,住,冒用申請卡,1,4162
201505,住,偽卡,33,948230
201505,住,MOTO / EC,178,2407711
201505,住,多刷帳單之詐欺,0,0
201505,住,其他,5,110251
201505,行,遺失卡,28,56848
201505,行,被竊卡,34,81089
201505,行,未達卡,0,0
201505,行,冒用申請卡,2,2283
201505,行,偽卡,27,127543
201505,行,MOTO / EC,286,2479605
201505,行,多刷帳單之詐欺,0,0
201505,行,其他,9,38854
201505,文教康樂,遺失卡,26,30670
201505,文教康樂,被竊卡,6,90564
201505,文教康樂,未達卡,0,0
201505,文教康樂,冒用申請卡,1,4670
201505,文教康樂,偽卡,21,302318
201505,文教康樂,MOTO / EC,5752,17209410
201505,文教康樂,多刷帳單之詐欺,1,12012
201505,文教康樂,其他,21,172158
201505,百貨,遺失卡,35,1036518
201505,百貨,被竊卡,14,102148
201505,百貨,未達卡,0,0
201505,百貨,冒用申請卡,16,76366
201505,百貨,偽卡,25,709662
201505,百貨,MOTO / EC,208,712415
201505,百貨,多刷帳單之詐欺,0,0
201505,百貨,其他,2,26570
201505,其他,遺失卡,68,767410
201505,其他,被竊卡,19,470196
201505,其他,未達卡,0,0
201505,其他,冒用申請卡,8,21058
201505,其他,偽卡,67,1120818
201505,其他,MOTO / EC,15431,26561233
201505,其他,多刷帳單之詐欺,2,1845
201505,其他,其他,77,160334
201506,食,遺失卡,147,493536
201506,食,被竊卡,16,254754
201506,食,未達卡,0,0
201506,食,冒用申請卡,3,154247
201506,食,偽卡,102,876890
201506,食,MOTO / EC,473,4817208
201506,食,多刷帳單之詐欺,0,0
201506,食,其他,4,15998
201506,衣,遺失卡,19,222087
201506,衣,被竊卡,3,48276
201506,衣,未達卡,0,0
201506,衣,冒用申請卡,0,0
201506,衣,偽卡,12,277528
201506,衣,MOTO / EC,466,3917028
201506,衣,多刷帳單之詐欺,0,0
201506,衣,其他,3,45214
201506,住,遺失卡,33,377129
201506,住,被竊卡,9,320454
201506,住,未達卡,0,0
201506,住,冒用申請卡,0,0
201506,住,偽卡,30,834122
201506,住,MOTO / EC,376,4616554
201506,住,多刷帳單之詐欺,0,0
201506,住,其他,5,96467
201506,行,遺失卡,94,167645
201506,行,被竊卡,19,26707
201506,行,未達卡,0,0
201506,行,冒用申請卡,0,0
201506,行,偽卡,38,67792
201506,行,MOTO / EC,322,2715926
201506,行,多刷帳單之詐欺,0,0
201506,行,其他,7,17218
201506,文教康樂,遺失卡,33,241340
201506,文教康樂,被竊卡,1,1190
201506,文教康樂,未達卡,0,0
201506,文教康樂,冒用申請卡,1,8980
201506,文教康樂,偽卡,22,302198
201506,文教康樂,MOTO / EC,6006,17090514
201506,文教康樂,多刷帳單之詐欺,21,40850
201506,文教康樂,其他,39,89684
201506,百貨,遺失卡,35,591447
201506,百貨,被竊卡,8,186306
201506,百貨,未達卡,0,0
201506,百貨,冒用申請卡,0,0
201506,百貨,偽卡,23,817643
201506,百貨,MOTO / EC,193,1231168
201506,百貨,多刷帳單之詐欺,0,0
201506,百貨,其他,0,0
201506,其他,遺失卡,67,628666
201506,其他,被竊卡,9,163384
201506,其他,未達卡,0,0
201506,其他,冒用申請卡,0,0
201506,其他,偽卡,129,747902
201506,其他,MOTO / EC,13719,42938534
201506,其他,多刷帳單之詐欺,3,48685
201506,其他,其他,45,191933
201507,食,遺失卡,104,423084
201507,食,被竊卡,29,133323
201507,食,未達卡,0,0
201507,食,冒用申請卡,0,0
201507,食,偽卡,93,944448
201507,食,MOTO / EC,410,4083686
201507,食,多刷帳單之詐欺,0,0
201507,食,其他,17,162829
201507,衣,遺失卡,13,111198
201507,衣,被竊卡,19,533336
201507,衣,未達卡,0,0
201507,衣,冒用申請卡,0,0
201507,衣,偽卡,7,115445
201507,衣,MOTO / EC,394,3469984
201507,衣,多刷帳單之詐欺,0,0
201507,衣,其他,2,36908
201507,住,遺失卡,19,242285
201507,住,被竊卡,11,158609
201507,住,未達卡,0,0
201507,住,冒用申請卡,0,0
201507,住,偽卡,23,618533
201507,住,MOTO / EC,423,4876287
201507,住,多刷帳單之詐欺,2,20249
201507,住,其他,21,271370
201507,行,遺失卡,52,149330
201507,行,被竊卡,32,66210
201507,行,未達卡,0,0
201507,行,冒用申請卡,0,0
201507,行,偽卡,51,99620
201507,行,MOTO / EC,493,5754068
201507,行,多刷帳單之詐欺,0,0
201507,行,其他,4,171728
201507,文教康樂,遺失卡,17,326727
201507,文教康樂,被竊卡,9,51041
201507,文教康樂,未達卡,0,0
201507,文教康樂,冒用申請卡,0,0
201507,文教康樂,偽卡,13,122351
201507,文教康樂,MOTO / EC,8535,23684942
201507,文教康樂,多刷帳單之詐欺,35,115564
201507,文教康樂,其他,34,157856
201507,百貨,遺失卡,12,200758
201507,百貨,被竊卡,14,401843
201507,百貨,未達卡,0,0
201507,百貨,冒用申請卡,0,0
201507,百貨,偽卡,24,560954
201507,百貨,MOTO / EC,300,2355539
201507,百貨,多刷帳單之詐欺,2,3699
201507,百貨,其他,1,2
201507,其他,遺失卡,47,561328
201507,其他,被竊卡,20,247786
201507,其他,未達卡,1,10400
201507,其他,冒用申請卡,6,56584
201507,其他,偽卡,72,1592198
201507,其他,MOTO / EC,17446,47398547
201507,其他,多刷帳單之詐欺,3,3144
201507,其他,其他,14,24725
201508,食,遺失卡,94,476123
201508,食,被竊卡,35,147819
201508,食,未達卡,1,15522
201508,食,冒用申請卡,1,74979
201508,食,偽卡,91,1312616
201508,食,MOTO / EC,522,5440352
201508,食,多刷帳單之詐欺,0,0
201508,食,其他,15,378247
201508,衣,遺失卡,18,54632
201508,衣,被竊卡,8,51953
201508,衣,未達卡,0,0
201508,衣,冒用申請卡,0,0
201508,衣,偽卡,6,48507
201508,衣,MOTO / EC,419,4370978
201508,衣,多刷帳單之詐欺,0,0
201508,衣,其他,0,0
201508,住,遺失卡,22,291719
201508,住,被竊卡,10,298548
201508,住,未達卡,0,0
201508,住,冒用申請卡,0,0
201508,住,偽卡,35,1602830
201508,住,MOTO / EC,378,4569428
201508,住,多刷帳單之詐欺,0,0
201508,住,其他,21,461899
201508,行,遺失卡,49,165374
201508,行,被竊卡,21,37532
201508,行,未達卡,0,0
201508,行,冒用申請卡,0,0
201508,行,偽卡,22,115870
201508,行,MOTO / EC,374,5243900
201508,行,多刷帳單之詐欺,1,1012
201508,行,其他,9,14573
201508,文教康樂,遺失卡,27,186585
201508,文教康樂,被竊卡,1,5
201508,文教康樂,未達卡,0,0
201508,文教康樂,冒用申請卡,0,0
201508,文教康樂,偽卡,25,36737
201508,文教康樂,MOTO / EC,7949,23133802
201508,文教康樂,多刷帳單之詐欺,0,0
201508,文教康樂,其他,18,234246
201508,百貨,遺失卡,24,127002
201508,百貨,被竊卡,17,362571
201508,百貨,未達卡,0,0
201508,百貨,冒用申請卡,0,0
201508,百貨,偽卡,27,526491
201508,百貨,MOTO / EC,245,2492196
201508,百貨,多刷帳單之詐欺,0,0
201508,百貨,其他,2,12212
201508,其他,遺失卡,53,884908
201508,其他,被竊卡,17,184760
201508,其他,未達卡,0,0
201508,其他,冒用申請卡,0,0
201508,其他,偽卡,121,1311554
201508,其他,MOTO / EC,15579,39710322
201508,其他,多刷帳單之詐欺,7,11309
201508,其他,其他,50,981019
201509,食,遺失卡,91,410917
201509,食,被竊卡,36,265618
201509,食,未達卡,5,20000
201509,食,冒用申請卡,0,0
201509,食,偽卡,162,2059623
201509,食,MOTO / EC,592,3497412
201509,食,多刷帳單之詐欺,1,55980
201509,食,其他,10,84282
201509,衣,遺失卡,15,268490
201509,衣,被竊卡,9,182047
201509,衣,未達卡,0,0
201509,衣,冒用申請卡,2,8405
201509,衣,偽卡,32,1165760
201509,衣,MOTO / EC,417,3384993
201509,衣,多刷帳單之詐欺,0,0
201509,衣,其他,9,114697
201509,住,遺失卡,23,336413
201509,住,被竊卡,9,330853
201509,住,未達卡,0,0
201509,住,冒用申請卡,1,1226
201509,住,偽卡,44,1379359
201509,住,MOTO / EC,448,4799667
201509,住,多刷帳單之詐欺,0,0
201509,住,其他,6,98849
201509,行,遺失卡,48,140743
201509,行,被竊卡,20,21157
201509,行,未達卡,0,0
201509,行,冒用申請卡,0,0
201509,行,偽卡,30,219423
201509,行,MOTO / EC,478,4590139
201509,行,多刷帳單之詐欺,0,0
201509,行,其他,1,1038
201509,文教康樂,遺失卡,37,140495
201509,文教康樂,被竊卡,23,94468
201509,文教康樂,未達卡,0,0
201509,文教康樂,冒用申請卡,0,0
201509,文教康樂,偽卡,25,258156
201509,文教康樂,MOTO / EC,7004,21540187
201509,文教康樂,多刷帳單之詐欺,0,0
201509,文教康樂,其他,22,58098
201509,百貨,遺失卡,25,488573
201509,百貨,被竊卡,10,35208
201509,百貨,未達卡,0,0
201509,百貨,冒用申請卡,0,0
201509,百貨,偽卡,45,2201224
201509,百貨,MOTO / EC,453,2476044
201509,百貨,多刷帳單之詐欺,0,0
201509,百貨,其他,11,104355
201509,其他,遺失卡,96,881528
201509,其他,被竊卡,32,283475
201509,其他,未達卡,0,0
201509,其他,冒用申請卡,8,16402
201509,其他,偽卡,97,1912929
201509,其他,MOTO / EC,12664,40291560
201509,其他,多刷帳單之詐欺,0,0
201509,其他,其他,21,201179
201510,食,遺失卡,150,394828
201510,食,被竊卡,50,464176
201510,食,未達卡,0,0
201510,食,冒用申請卡,3,1677
201510,食,偽卡,174,3525024
201510,食,MOTO / EC,495,3370520
201510,食,多刷帳單之詐欺,0,0
201510,食,其他,8,44441
201510,衣,遺失卡,18,451713
201510,衣,被竊卡,16,559995
201510,衣,未達卡,0,0
201510,衣,冒用申請卡,1,117345
201510,衣,偽卡,36,770913
201510,衣,MOTO / EC,533,5177382
201510,衣,多刷帳單之詐欺,0,0
201510,衣,其他,1,15226
201510,住,遺失卡,23,198090
201510,住,被竊卡,9,149469
201510,住,未達卡,0,0
201510,住,冒用申請卡,0,0
201510,住,偽卡,75,3591939
201510,住,MOTO / EC,335,4021035
201510,住,多刷帳單之詐欺,1,24634
201510,住,其他,5,50733
201510,行,遺失卡,53,76069
201510,行,被竊卡,14,35539
201510,行,未達卡,0,0
201510,行,冒用申請卡,8,2500
201510,行,偽卡,32,172441
201510,行,MOTO / EC,1630,4521733
201510,行,多刷帳單之詐欺,0,0
201510,行,其他,0,0
201510,文教康樂,遺失卡,38,280582
201510,文教康樂,被竊卡,16,267270
201510,文教康樂,未達卡,0,0
201510,文教康樂,冒用申請卡,0,0
201510,文教康樂,偽卡,43,346532
201510,文教康樂,MOTO / EC,8881,25434820
201510,文教康樂,多刷帳單之詐欺,0,0
201510,文教康樂,其他,36,170239
201510,百貨,遺失卡,25,296797
201510,百貨,被竊卡,16,295826
201510,百貨,未達卡,0,0
201510,百貨,冒用申請卡,4,2942
201510,百貨,偽卡,39,1912444
201510,百貨,MOTO / EC,633,2033045
201510,百貨,多刷帳單之詐欺,0,0
201510,百貨,其他,1,9864
201510,其他,遺失卡,58,827391
201510,其他,被竊卡,19,194049
201510,其他,未達卡,0,0
201510,其他,冒用申請卡,0,0
201510,其他,偽卡,212,12339274
201510,其他,MOTO / EC,13861,42656614
201510,其他,多刷帳單之詐欺,1,122
201510,其他,其他,21,282847
201511,食,遺失卡,77,538377
201511,食,被竊卡,25,74872
201511,食,未達卡,2,128000
201511,食,冒用申請卡,0,0
201511,食,偽卡,260,3718219
201511,食,MOTO / EC,455,3374751
201511,食,多刷帳單之詐欺,2,2141
201511,食,其他,24,82577
201511,衣,遺失卡,13,108384
201511,衣,被竊卡,8,84422
201511,衣,未達卡,0,0
201511,衣,冒用申請卡,0,0
201511,衣,偽卡,49,4260352
201511,衣,MOTO / EC,453,5955457
201511,衣,多刷帳單之詐欺,0,0
201511,衣,其他,0,0
201511,住,遺失卡,18,394144
201511,住,被竊卡,1,7980
201511,住,未達卡,0,0
201511,住,冒用申請卡,0,0
201511,住,偽卡,47,1827614
201511,住,MOTO / EC,285,4717743
201511,住,多刷帳單之詐欺,0,0
201511,住,其他,4,43131
201511,行,遺失卡,67,162413
201511,行,被竊卡,11,19746
201511,行,未達卡,2,845
201511,行,冒用申請卡,0,0
201511,行,偽卡,85,108776
201511,行,MOTO / EC,3292,5898265
201511,行,多刷帳單之詐欺,0,0
201511,行,其他,0,0
201511,文教康樂,遺失卡,21,181297
201511,文教康樂,被竊卡,5,70403
201511,文教康樂,未達卡,0,0
201511,文教康樂,冒用申請卡,1,399
201511,文教康樂,偽卡,38,1159160
201511,文教康樂,MOTO / EC,6417,18120107
201511,文教康樂,多刷帳單之詐欺,2,55706
201511,文教康樂,其他,5,66301
201511,百貨,遺失卡,19,341891
201511,百貨,被竊卡,15,181122
201511,百貨,未達卡,0,0
201511,百貨,冒用申請卡,1,65
201511,百貨,偽卡,39,1642837
201511,百貨,MOTO / EC,487,1194842
201511,百貨,多刷帳單之詐欺,0,0
201511,百貨,其他,1,3664
201511,其他,遺失卡,36,419730
201511,其他,被竊卡,21,253708
201511,其他,未達卡,1,28000
201511,其他,冒用申請卡,3,2120
201511,其他,偽卡,120,2898923
201511,其他,MOTO / EC,9976,34647510
201511,其他,多刷帳單之詐欺,1,225
201511,其他,其他,34,371296
201512,食,遺失卡,99,896059
201512,食,被竊卡,152,285328
201512,食,未達卡,0,0
201512,食,冒用申請卡,0,0
201512,食,偽卡,187,2354513
201512,食,MOTO / EC,425,5600251
201512,食,多刷帳單之詐欺,0,0
201512,食,其他,12,216925
201512,衣,遺失卡,20,207924
201512,衣,被竊卡,12,140269
201512,衣,未達卡,0,0
201512,衣,冒用申請卡,0,0
201512,衣,偽卡,87,3533333
201512,衣,MOTO / EC,719,8049198
201512,衣,多刷帳單之詐欺,0,0
201512,衣,其他,6,41021
201512,住,遺失卡,10,144906
201512,住,被竊卡,2,78766
201512,住,未達卡,0,0
201512,住,冒用申請卡,0,0
201512,住,偽卡,95,3088437
201512,住,MOTO / EC,314,4835588
201512,住,多刷帳單之詐欺,1,1208
201512,住,其他,8,198461
201512,行,遺失卡,43,100356
201512,行,被竊卡,47,893179
201512,行,未達卡,0,0
201512,行,冒用申請卡,2,5467
201512,行,偽卡,76,210109
201512,行,MOTO / EC,7687,7302332
201512,行,多刷帳單之詐欺,0,0
201512,行,其他,10,104418
201512,文教康樂,遺失卡,29,388929
201512,文教康樂,被竊卡,7,97273
201512,文教康樂,未達卡,0,0
201512,文教康樂,冒用申請卡,0,0
201512,文教康樂,偽卡,39,796692
201512,文教康樂,MOTO / EC,8006,23251052
201512,文教康樂,多刷帳單之詐欺,5,21737
201512,文教康樂,其他,6,86109
201512,百貨,遺失卡,17,148830
201512,百貨,被竊卡,15,202835
